Αὐγουστοκολωνίᾳ			_	
SUντωνιανῇ			_	
ἐSUιSUήμSU			_	
SU			_	
ἐSUεSU			_	
SUηSU			_	
κSU			_	
Ἁδριανῇ			_	
Πέτρᾳ			_	
μητροπόλει			_	
τῆς			_	
Τρίτης			_	
Παλαιστίνης			_	
ΣαλουτSU			_	
τήνδε			_	
τὴν			_	
ἔνγραφον			_	
ἀσφάλιαν			_	
πεποίηνται			_	
πρὸς			_	
ἀλλήλους			_	
ἑκουσίᾳ			_	
αὐτSU			_	
γνώμῃ			_	
καὶ			_	
αὐθερετο			_	
πρSUαιρέσει			_	
δόλSU			_	
κSUὶ			_	
GGGGδηG			_	
καὶ			_	
νόμων			_	
ἀγνοίας			_	
χωρίς			_	
ἐκ			_	
μὲν			_	
τοῦ			_	
ἑνὸς			_	
μέρους			_	
ΠατρόφιλSU			_	
SU			_	
ὁ			_	
εὐδοκιμότατος			_	
ἐκ			_	
δὲ			_	
τοῦ			_	
ἑτέρου			_	
Θεόδωρος			_	
Ὀβοδιανοῦ			_	
ὁ			_	
εὐδοκιμSU			_	
παρόντος			_	
αὐτῷ			_	
καὶ			_	
συντιθημένου			_	
ΕὐσSUθSUοSU			_	
ΘSUωνοSU			_	
SU			_	
εSUδSUκSU			_	
αὐτοῦ			_	
κουράτορος			_	
περὶ			_	
τῶν			_	
ὑποτεταγμένων			_	
SU			_	
SU			_	
SU			_	
ἡ			_	
κοσμιοτάτη			_	
Στεφανοῦς			_	
πεSU			_	
SUων			_	
SU			_	
SU			_	
εὐδοκιμοτάτων			_	
ΠατροφίSU			_	
SU			_	
SU			_	
SU			_	
ἄπαις			_	
πανSU			_	
SU			_	
βίον			_	
κSUταλῦσαι			_	
ὁ			_	
αὐτὸς			_	
εὐδSUότατος			_	
ΠατρόφιλSUς			_	
ἔρχεσθSU			_	
SU			_	
καταντᾶν			_	
τὰ			_	
αὐτοῦ			_	
πSUάγμSU			_	
SU			_	
τὸν			_	
εἰSU			_	
SU			_	
Θεόδωρον			_	
αὐτοῦ			_	
ἐξάδSU			_	
SU			_	
γαμSU			_	
GυπειςGG			_	
ἔτι			_	
τε			_	
καὶ			_	
τοῦτο			_	
αὐτοῖSU			_	
SU			_	
SU			_	
SUνήσεωSU			_	
SU			_	
SU			_	
ἐπερωτήσεως			_	
ἀλλήλων			_	
ωGGτωνGG			_	
Πατροφίλου			_	
καὶ			_	
ΘεοδώρSU			_	
G			_	
τὰ			_	
αὐτῷ			_	
διαφέροντα			_	
G			_	
καὶ			_	
περὶ			_	
G			_	
τόποις			_	
προγGG			_	
εG			_	
SUροσώπου			_	
βουλομεSU			_	
SU			_	
G			_	
εἰ			_	
δὲ			_	
μὴ			_	
ἕληται			_	
ἀγοράσαι			_	
ἐξεῖναι			_	
τῷ			_	
βουλομένῳ			_	
πιπρSUσSU			_	
SU			_	
πSUοσώπῳ			_	
μηδενὸς			_	
SU			_	
καθʼ			_	
SUἱονδήποτε			_	
τρόSU			_	
εἰ			_	
δὲ			_	
SU			_	
ἡ			_	
αὐτὴ			_	
κοσμιοτάτη			_	
Στεφανοῦς			_	
τελεSUήσει			_	
δὲ			_	
μεSU			_	
SU			_	
SU			_	
ὅπερ			_	
ἀπείη			_	
ὁ			_	
αὐτὸς			_	
εὐδοκιμSUτατος			_	
ΘSU			_	
SU			_	
SU			_	
SU			_	
SU			_	
ἔρχεσθSU			_	
εἰς			_	
ΠSUτρSUφιSU			_	
τSU			_	
SU			_	
θSU			_	
SU			_	
SU			_	
εἰς			_	
κληρονόμους			_	
αὐτοῦ			_	
εSU			_	
δὲ			_	
συμβῇ			_	
τὸν			_	
εἰρημένSU			_	
SUδοκιμSU			_	
Πατρόφιλον			_	
καὶ			_	
αὐτὸν			_	
τελευτSUGαGG			_	
SUτSUλεῖψαι			_	
τSU			_	
SU			_	
SU			_	
τὴν			_	
κοσμιοτάτην			_	
γαμετὴν			_	
SUὲν			_	
ΘεοSUώρου			_	
αὐτοῦ			_	
δὲ			_	
SU			_	
θυγατέραν			_	
ἔδοξεν			_	
εἰSU			_	
αὐτὴν			_	
ΣSUεφSUνοῦν			_	
ἔρχεσSUι			_	
καὶ			_	
κSU			_	
τὰ			_	
αὐτοῦ			_	
Πατροφίλου			_	
τοῦ			_	
εὐδοκιμοτάτου			_	
πάSU			_	
καὶ			_	
ἐν			_	
τοῖς			_	
SUεταξὺ			_	
αὐτῶν			_	
κατὰ			_	
τὸν			_	
καSU			_	
τῆς			_	
διαλύσεως			_	
λαλουμένοις			_	
συνεῖδον			_	
σSUφωνήσSU			_	
SU			_	
ὡς			_	
εἰ			_	
μὲν			_	
συμβῇ			_	
ΘεSUδωροSU			_	
τὸν			_	
εὐδοκSUτατSUν			_	
ἄπαιδα			_	
τελSU			_	
περιούσης			_	
τῆς			_	
κοσμιοτάτης			_	
ΣSUφανοῦς			_	
αὐτοῦ			_	
γαμεSU			_	
SU			_	
SU			_	
SU			_	
ἐκχωρηθέντα			_	
αὐτῷ			_	
παρὰ			_	
τοῦ			_	
SU			_	
εSUδοκιμSU			_	
Πατροφίλου			_	
αὐτῆς			_	
πατρὸς			_	
ἀκείSUητα			_	
πράγμαSU			_	
ἔρχεσθαι			_	
κSU			_	
καταντᾶν			_	
εἰς			_	
τὴν			_	
κοσμιοτάSUην			_	
Στεφανοῦν			_	
