καὶ			_	
Θεοδώρου			_	
G			_	
τὰ			_	
αὐτῷ			_	
διαφέροντα			_	
G			_	
καὶ			_	
περὶ			_	
G			_	
τόποις			_	
προγGG			_	
εG			_	
προσώπου			_	
βουλομεν			_	
G			_	
εἰ			_	
δὲ			_	
μὴ			_	
ἕληται			_	
ἀγοράσαι			_	
ἐξεῖναι			_	
τῷ			_	
βουλομένῳ			_	
πιπράσκειν			_	
οἱῳδήποτε			_	
προσώπῳ			_	
μηδενὸς			_	
ἀντιποιουμένου			_	
καθʼ			_	
οἱονδήποτε			_	
τρόπον			_	
καὶ			_	
ἐγένετο			_	
τῆσδε			_	
τῆς			_	
ἐγγράφου			_	
ἀσφαλείας			_	
ἰσότυπα			_	
δύο			_	
ἑκατέρῳ			_	
μέρει			_	
ἕν			_	
ἅπερ			_	
ὑπογραφόμενα			_	
κύρια			_	
ἔσται			_	
καὶ			_	
βέβαια			_	
πανταχοῦ			_	
προφερόμενα			_	
ἐπείπερ			_	
θG			_	
προικὸς			_	
τῆς			_	
μακαριωτάτης			_	
GερεGγενομένης			_	
Θεοδώρου			_	
τοῦ			_	
εὐδοκιμωτάτου			_	
μητρὸς			_	
ἐξεχωρήθη			_	
ὁ			_	
αὐτὸς			_	
εὐδοκιμώτατος			_	
Θεόδωρος			_	
παρὰ			_	
τοῦ			_	
εἰρημένου			_	
εὐδοκιμωτάτου			_	
Πατροφίλου			_	
Βάσσου			_	
GG			_	
τὰ			_	
καὶ			_	
περιεχόμενα			_	
τῇ			_	
γενομένῃ			_	
ἐγγράφῳ			_	
ἐκχωρήσει			_	
εἰς			_	
τὸν			_	
αὐτὸν			_	
εὐδοκιμώτατον			_	
Θεόδωρον			_	
μετὰ			_	
τὴν			_	
ὑπατείαν			_	
Φλαουίου			_	
Βελισαρίου			_	
τοῦ			_	
ἐνδοξοτάτου			_	
καὶ			_	
πανευφήμου			_	
πρὸ			_	
δέκα			_	
Καλανδῶν			_	
Ἰουνίων			_	
ἔτους			_	
τῆς			_	
ἐπαρχίας			_	
τετρακοσιοστοῦ			_	
τριακοστοῦ			_	
δευτέρου			_	
μηνὸς			_	
Δαισίου			_	
τρίτῃ			_	
χρόνων			_	
πεντεκαιδεκάτης			_	
ἰνδικτίωνος			_	
ἐν			_	
Αὐγουστοκολωνίᾳ			_	
Ἀντωνιανῇ			_	
ἐπισήμῳ			_	
καὶ			_	
ἐγγενεῖ			_	
μητρὶ			_	
κολωνιῶν			_	
Ἁδριανῇ			_	
Πέτρᾳ			_	
μητροπόλει			_	
τῆς			_	
Τρίτης			_	
Παλαιστίνης			_	
Σαλουταρίας			_	
τήνδε			_	
τὴν			_	
ἔγγραφον			_	
ἀσφάλειαν			_	
πεποίηνται			_	
πρὸς			_	
ἀλλήλους			_	
ἑκουσίᾳ			_	
αὐτῶν			_	
γνώμῃ			_	
καὶ			_	
αὐθαιρέτῳ			_	
προαιρέσει			_	
δόλου			_	
καὶ			_	
GGGGδηG			_	
καὶ			_	
νόμων			_	
ἀγνοίας			_	
χωρίς			_	
ἐκ			_	
μὲν			_	
τοῦ			_	
ἑνὸς			_	
μέρους			_	
Πατρόφιλος			_	
Βάσσου			_	
ὁ			_	
εὐδοκιμώτατος			_	
ἐκ			_	
δὲ			_	
τοῦ			_	
ἑτέρου			_	
Θεόδωρος			_	
Ὀβοδιανοῦ			_	
ὁ			_	
εὐδοκιμώτατος			_	
παρόντος			_	
αὐτῷ			_	
καὶ			_	
συντιθεμένου			_	
Εὐσταθίου			_	
Θέωνος			_	
τοῦ			_	
εὐδοκιμωτάτου			_	
αὐτοῦ			_	
κουράτορος			_	
περὶ			_	
τῶν			_	
ὑποτεταγμένων			_	
