67	εG			_	
68	προσώπου			_	
69	βουλομεν			_	
70	G			_	
71	εἰ			_	
72	δὲ			_	
73	μὴ			_	
74	ἕληται			_	
75	ἀγοράσαι			_	
76	ἐξεῖναι			_	
77	τῷ			_	
78	βουλομένῳ			_	
79	πιπράσκειν			_	
80	οἱῳδήποτε			_	
81	προσώπῳ			_	
82	μηδενὸς			_	
83	ἀντιποιουμένου			_	
84	καθʼ			_	
85	οἱονδήποτε			_	
86	τρόπον			_	
1	ὁμοίως			_	
2	δὲ			_	
3	καὶ			_	
4	τοῦτο			_	
5	αὐτοῖς			_	
6	συνέδοξεν			_	
7	ἐπειGGγραμμαG			_	
8	ἔσχεν			_	
9	ὁ			_	
10	μακαριώτατος			_	
11	Ὀβοδιανὸς			_	
12	πατὴρ			_	
13	τοῦ			_	
14	εἰρημένου			_	
15	εὐδοκιμωτάτου			_	
16	Θεοδώρου			_	
17	GοφιλοGG			_	
18	Κυρίκου			_	
19	γενομένηG			_	
20	νομισμάτων			_	
21	ἐφʼ			_	
22	ᾧ			_	
23	GGτου			_	
24	ἢ			_	
25	μέρους			_	
26	αὐτοῦ			_	
27	G			_	
28	τὸ			_	
29	ἀπαιτούμενον			_	
30	μέρος			_	
31	G			_	
32	ἀπαιτηθῇ			_	
33	ἐξ			_	
34	αὐτοῦ			_	
35	Gενα			_	
36	αὐτG			_	
37	ελεύσεως			_	
38	GGGGGεπραGG			_	
39	ἑκόντος			_	
40	GGμεθGματGG			_	
41	ἢ			_	
42	βλάβην			_	
43	ὑποGGGG			_	
44	ζημίας			_	
45	μέρος			_	
46	ἥμισυ			_	
47	δGοτως			_	
48	δʼ			_	
49	ἐδόχθη			_	
50	καὶ			_	
51	συνGG			_	
52	μεταξὺ			_	
53	αὐτῶν			_	
1	ἔτι			_	
2	δὲ			_	
3	καὶ			_	
4	τοῦτο			_	
5	συνέδοξεν			_	
6	αὐτοῖς			_	
7	ἀμφοτέροις			_	
8	ὡς			_	
9	εἰ			_	
10	συμβῇ			_	
11	Παλλαδίαν			_	
12	τὴν			_	
13	εὐλαβεστάτην			_	
14	μητέρα			_	
15	μὲν			_	
16	τοῦ			_	
17	εἰρημένου			_	
18	Πατροφίλου			_	
19	μάμμην			_	
20	δὲ			_	
21	τῶν			_	
22	εἰρημένων			_	
23	Στεφανοῦς			_	
24	καὶ			_	
25	Θεοδώρου			_	
26	περιοG			_	
27	ἀδιατυποῦσαν			_	
28	παραG			_	
29	Gης			_	
30	δωρεᾶς			_	
31	ηκεGGGευρονGτηςGG			_	
32	μηδένα			_	
33	αὐτῶν			_	
34	μηδεμίαν			_	
35	μεGον			_	
36	τοιουτG			_	
37	GετεροG			_	
38	καὶ			_	
39	GεG			_	
40	κληρονόμων			_	
41	ἢ			_	
42	διαδόχων			_	
43	ἢ			_	
44	διακατόχων			_	
45	GGτον			_	
46	καὶ			_	
47	ἀνίσχυρον			_	
48	εἶναι			_	
49	μεταξὺ			_	
50	αὐτῶν			_	
51	ἢ			_	
52	τῶν			_	
53	κληρονόμων			_	
54	GGGGG			_	
55	G			_	
56	τὸν			_	
57	εἰρημένον			_	
58	εὐδοκίμως			_	
59	χηG			_	
60	τῆς			_	
61	δούλης			_	
62	ΓανυGG			_	
63	ἔτι			_	
64	δὲ			_	
65	καὶ			_	
66	συνέδοξεν			_	
67	ὡς			_	
68	εἰ			_	
69	φανείη			_	
70	ὁ			_	
71	εὐδοκιμώτατος			_	
72	Πατρόφιλος			_	
73	GGνγραG			_	
74	τοῦ			_	
75	μακαριωτάτου			_	
76	Βάσσου			_	
77	αὐτοῦ			_	
78	πατρὸς			_	
79	Gτον			_	
80	γεναG			_	
81	GG			_	
82	τὸν			_	
83	εὐδοκιμώτατον			_	
84	Θεόδωρον			_	
85	GGG			_	
86	καὶ			_	
87	πρὸς			_	
88	τὸ			_	
89	ταῦτα			_	
90	κύρια			_	
91	καὶ			_	
92	βέβαια			_	
93	καὶ			_	
94	ἀμετάτρεπτα			_	
95	εἶναι			_	
96	ἐπωμόσαντο			_	
97	ἀμφότεροι			_	
98	τὸν			_	
99	θεῖον			_	
100	καὶ			_	
101	φρικωδέστατον			_	
102	ὅρκον			_	
103	θεϊκὴν			_	
104	Ἁγίαν			_	
105	Τριάδα			_	
106	καὶ			_	
107	βασιλικὴν			_	
108	σωτηρίαν			_	
109	τοῦ			_	
110	δεσπότου			_	
111	ἡμῶν			_	
112	καὶ			_	
113	πάσης			_	
114	τῆς			_	
115	οἰκουμένης			_	
116	Φλαουίου			_	
117	Ἰουστινιανοῦ			_	
118	αἰωνίου			_	
119	Αὐγούστου			_	
120	ὑποθέμενοι			_	
121	ἀλλήλοις			_	
122	ἐπὶ			_	
123	τούτοις			_	
124	G			_	
125	πάντα			_	
126	αὐτῶν			_	
127	τὰ			_	
128	ὑπάρχοντα			_	
129	καὶ			_	
130	ὑπάρξοντα			_	
131	πράγματα			_	
132	καὶ			_	
133	τῶν			_	
134	κληρονόμων			_	
135	αὐτῶν			_	
136	καὶ			_	
137	διαδόχων			_	
138	πίστεως			_	
139	ἀγαθῆς			_	
140	ἐφʼ			_	
141	ἅπασιν			_	
142	τοῖς			_	
143	προγεγραμμένοις			_	
144	ἐπηρωτημένης			_	
145	καὶ			_	
146	ὡμολογημένης			_	
1	καὶ			_	
2	ἐγένετο			_	
3	τῆσδε			_	
4	τῆς			_	
5	ἐγγράφου			_	
6	ἀσφαλείας			_	
7	ἰσότυπα			_	
8	δύο			_	
9	ἑκατέρῳ			_	
10	μέρει			_	
11	ἕν			_	
12	ἅπερ			_	
13	ὑπογραφόμενα			_	
14	κύρια			_	
15	ἔσται			_	
16	καὶ			_	
17	βέβαια			_	
18	πανταχοῦ			_	
19	προφερόμενα			_	
