81	SU			_	
82	πSUοσώπῳ			_	
83	μηδενὸς			_	
84	SU			_	
85	καθʼ			_	
86	SUἱονδήποτε			_	
87	τρόSU			_	
1	ὁμοίως			_	
2	δὲ			_	
3	καὶ			_	
4	τοῦτο			_	
5	αὐτοῖς			_	
6	συνέδοξεν			_	
7	ἐπειGGγραμμαG			_	
8	εσχην			_	
9	ὁ			_	
10	μακαριSUτSUος			_	
11	ὈβοδSUς			_	
12	πSUὴSU			_	
13	SU			_	
14	εSU			_	
15	εὐδοκιμοτάτου			_	
16	Θεοδώρου			_	
17	GοφιλοGG			_	
18	Κυρίκου			_	
19	γεναμέSUηG			_	
20	νομισμάτων			_	
21	ἐφʼ			_	
22	ᾧ			_	
23	GGτου			_	
24	ἢ			_	
25	SUρους			_	
26	αὐτSU			_	
27	G			_	
28	τὸ			_	
29	ἀπαιτούμενον			_	
30	μέSU			_	
31	G			_	
32	ἀπαιτηθῇ			_	
33	ἐξ			_	
34	αSUτοSU			_	
35	Gενα			_	
36	αὐτG			_	
37	ελεύσεως			_	
38	GGGGGεπραGG			_	
39	ἑκόντος			_	
40	GGμεθGματGG			_	
41	ἢ			_	
42	βλάβην			_	
43	ὑποGGGG			_	
44	ζημίας			_	
45	μέρος			_	
46	ἥμισυ			_	
47	δGοτως			_	
48	δʼ			_	
49	ἐδόχθη			_	
50	καὶ			_	
51	συνGG			_	
52	μεταξὺ			_	
53	αὐτῶν			_	
1	ἔSUι			_	
2	δὲ			_	
3	SUὶ			_	
4	SU			_	
5	συνέδοξεν			_	
6	αὐτοῖς			_	
7	ἀμSU			_	
8	ὡς			_	
9	εἰ			_	
10	συμβῇ			_	
11	ΠαλλαδSUαν			_	
12	τὴν			_	
13	εὐλαβεστάτην			_	
14	SUητέραν			_	
15	SU			_	
16	SU			_	
17	SUμένου			_	
18	Πατροφίλου			_	
19	μάμμηSU			_	
20	δSU			_	
21	SU			_	
22	SU			_	
23	SU			_	
24	SU			_	
25	Θεοδώρου			_	
26	περιοG			_	
27	ἀδιατυπSUσαν			_	
28	παραG			_	
29	GηSU			_	
30	δωρεᾶς			_	
31	ηκεGGGευρονGτηςGG			_	
32	SUνα			_	
33	αὐτῶν			_	
34	μηδSUμίαν			_	
35	μεGον			_	
36	τοιουτG			_	
37	GετεροG			_	
38	κSUὶ			_	
39	GεG			_	
40	SU			_	
41	SU			_	
42	SU			_	
43	ἢ			_	
44	διακατόχων			_	
45	GGτον			_	
46	καSU			_	
47	ἀνείσχυρον			_	
48	εἶSUαι			_	
49	μεταξὺ			_	
50	SU			_	
51	SU			_	
52	SU			_	
53	κSUηρονόSU			_	
54	GGGGG			_	
55	G			_	
56	τὸν			_	
57	εἰρημένον			_	
58	εὐδοκίμως			_	
59	χηG			_	
60	τῆς			_	
61	δούλης			_	
62	ΓανυGG			_	
63	ἔτι			_	
64	δὲ			_	
65	καSU			_	
66	SU			_	
67	SU			_	
68	εἰ			_	
69	φανείη			_	
70	ὁ			_	
71	εὐδοκSU			_	
72	SUόφιSU			_	
73	GGνγραG			_	
74	SU			_	
75	μακαριοτάτου			_	
76	Βάσσου			_	
77	αὐτοῦ			_	
78	πατρὸς			_	
79	Gτον			_	
80	γεναG			_	
81	GG			_	
82	τὸν			_	
83	εὐδοκιμότατον			_	
84	ΘεόδωSUον			_	
85	GGG			_	
86	καὶ			_	
87	πρὸς			_	
88	τῷ			_	
89	ταῦτα			_	
90	SU			_	
91	SU			_	
92	βέβαια			_	
93	καὶ			_	
94	ἀμετάτρεSU			_	
95	SU			_	
96	ἐSUσSUντο			_	
97	ἀμSU			_	
98	SU			_	
99	SUον			_	
100	καὶ			_	
101	φρικωδέστατον			_	
102	SU			_	
103	SU			_	
104	SUαν			_	
105	Τριάδα			_	
106	καὶ			_	
107	βασιλεικὴν			_	
108	σωτSUρίαν			_	
109	τοῦ			_	
110	δSU			_	
111	SUῶν			_	
112	καὶ			_	
113	πάσης			_	
114	τῆς			_	
115	οἰκSU			_	
116	SU			_	
117	SU			_	
118	αἰωνίου			_	
119	Αὐγούστου			_	
120	ὑποθήμενοι			_	
121	ἀλλήλοις			_	
122	ἐSUὶ			_	
123	τSUτSU			_	
124	G			_	
125	πάντα			_	
126	αSUτῶν			_	
127	τὰ			_	
128	SU			_	
129	καὶ			_	
130	ὑπάρξονSU			_	
131	SU			_	
132	SU			_	
133	SU			_	
134	κSUηρονόμSU			_	
135	SU			_	
136	SU			_	
137	SUν			_	
138	πίστSU			_	
139	SU			_	
140	SU			_	
141	SUν			_	
142	τSU			_	
143	προγεγραμμέSU			_	
144	SUωτημέSU			_	
145	SU			_	
146	ὁμολογημένης			_	
1	κSU			_	
2	SUγένετSU			_	
3	SU			_	
4	SU			_	
5	SU			_	
6	SU			_	
7	SU			_	
8	ἰσότυπα			_	
9	δύο			_	
10	ἑκατέρῳ			_	
11	μSU			_	
12	ἕν			_	
13	ἅπερ			_	
14	ὑπογραφόμSU			_	
15	SU			_	
16	ἔSUται			_	
17	καὶ			_	
18	βέβαια			_	
19	πανSUαχοSU			_	
20	SUενα			_	
