1	μοῦσαι	Μοῦσα	NN	number=PLURAL|gender=FEMININE|case=VOCATIVE	
12	μινύθει	μινύθω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
13	καὶ	καί	CONJ	_	
14	ἄδηλον	ἄδηλος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
15	ἀέξει	ἀέξω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
16	ῥεῖα	ῥεῖα	ADV	_	
17	δέ	δέ		_	
18	τ̓	τε		_	
19	ἰθύνει	ἰθύνω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
20	σκολιὸν	σκολιός	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
21	καὶ	καί	CONJ	_	
22	ἀγήνορα	ἀγήνωρ	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
23	κάρφει	κάρφω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
24	Ζεὺς	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
25	ὑψιβρεμέτης	ὑψιβρεμέτης	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
26	ὃς	ὅς	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
27	ὑπέρτατα	ὑπέρτατος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
28	δώματα	δῶμα	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
29	ναίει	ναίω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
1	κλῦθι	κλύω	VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
2	ἰδὼν	εἶδον	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
3	ἀίων	ἀίω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
4	τε	τε		_	
5	δίκῃ	δίκη	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
6	δ̓	δέ		_	
7	ἴθυνε	ἰθύνω	VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=IMPERATIVE|voice=ACTIVE	
8	θέμιστας	θέμις	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
9	τύνη	σύ	PRON	number=SINGULAR|case=NOMINATIVE	
1	ἐγὼ	ἐγώ	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	δέ	δέ		_	
3	κε	ἄν		_	
4	Πέρση	Πέρσης	NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
5	ἐτήτυμα	ἐτήτυμος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
6	μυθησαίμην	μυθέομαι	VB	person=PERSON_1|number=SINGULAR	
1	οὐκ	οὐ	ADV	_	
2	ἄρα	ἄρα		_	
3	μοῦνον	μόνος	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
4	ἔην	εἰμί	VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
5	Ἐρίδων	ἔρις	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
6	γένος	γένος	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
7	ἀλλ̓	ἀλλά	ADV	_	
8	ἐπὶ	ἐπί	PREP	_	
9	γαῖαν	γαῖα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
10	εἰσὶ	εἰμί	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
11	δύω	δύο	NRL	_	
1	τὴν	ὁ	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
2	μέν	μέν		_	
3	κεν	ἄν		_	
4	ἐπαινέσσειε	ἐπαινέω	VB	person=PERSON_3|number=SINGULAR|voice=ACTIVE	
5	νοήσας	νοέω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
6	ἣ	ὅς	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
7	δ̓	δέ		_	
8	ἐπιμωμητή	ἐπιμωμητός	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
1	διὰ	διά	PREP	_	
2	δ̓	δέ		_	
3	ἄνδιχα	ἄνδιχα	ADV	_	
4	θυμὸν	θυμός	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
5	ἔχουσιν	ἔχω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
1	ἣ	ὁ		_	
2	μὲν	μέν		_	
3	γὰρ	γάρ		_	
4	πόλεμόν	πόλεμος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
5	τε	τε		_	
6	κακὸν	κακός	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
7	καὶ	καί	CONJ	_	
8	δῆριν	δῆρις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
9	ὀφέλλει	ὀφέλλω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
10	σχετλίη	σχέτλιος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
1	οὔτις	οὔτις	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	τήν	ὁ	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
3	γε	γε		_	
4	φιλεῖ	φιλέω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
5	βροτός	βροτός	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
6	ἀλλ̓	ἀλλά	ADV	_	
7	ὑπ̓	ὑπό	PREP	_	
8	ἀνάγκης	ἀνάγκη	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
9	ἀθανάτων	ἀθάνατος	ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
10	βουλῇσιν	βουλή	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
11	Ἔριν	ἔρις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
12	τιμῶσι	τιμάω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
13	βαρεῖαν	βαρύς	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
1	τὴν	ὁ		_	
2	δ̓	δέ		_	
3	ἑτέρην	ἕτερος	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
4	προτέρην	πρότερος	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
5	μὲν	μέν		_	
6	ἐγείνατο	γείνομαι	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE	
7	Νὺξ	νύξ	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
8	ἐρεβεννή	ἐρεβεννός	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
9	θῆκε	τίθημι	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
10	δέ	δέ		_	
11	μιν	μιν	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
12	Κρονίδης	Κρονίδης	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
13	ὑψίζυγος	ὑψίζυγος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
14	αἰθέρι	αἰθήρ	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
15	ναίων	ναίω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
16	γαίης	γαῖα	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
17	ἐν	εἰς	PREP	_	
18	ῥίζῃσι	ῥίζα	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
19	καὶ	καί	CONJ	_	
20	ἀνδράσι	ἀνήρ	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
21	πολλὸν	πολύς	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
22	ἀμείνω	ἀμείνων	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE|degree=COMPARATIVE	
1	ἥτε	ὅστε	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
2	καὶ	καί	CONJ	_	
3	ἀπάλαμόν	ἀπάλαμος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
4	περ	πέρ		_	
5	ὁμῶς	ὁμῶς	ADV	_	
6	ἐπὶ	ἐπί	PREP	_	
7	ἔργον	ἔργον	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
8	ἔγειρεν	ἐγείρω	VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
1	εἰς	εἰς	PREP	_	
2	ἕτερον	ἕτερος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
3	γάρ	γάρ		_	
4	τίς	τις	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
5	τε	τε		_	
6	ἰδὼν	εἶδον	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
7	ἔργοιο	ἔργον	NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
8	χατίζει	χατίζω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
9	πλούσιον	πλούσιος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
10	ὃς	ὅς	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
11	σπεύδει	σπεύδω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
12	μὲν	μέν		_	
13	ἀρώμεναι		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
14	ἠδὲ	ἠδέ	CONJ	_	
15	φυτεύειν	φυτεύω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
16	οἶκόν	οἶκος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
17	τ̓	τε		_	
18	εὖ	εὖ	ADV	_	
19	θέσθαι	τίθημι	VB	mood=INFINITIVE	
1	ζηλοῖ	ζηλόω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
2	δέ	δέ		_	
3	τε	τε		_	
4	γείτονα	γείτων	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
5	γείτων	γείτων	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
6	εἰς	εἰς	PREP	_	
7	ἄφενος	ἄφενος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
8	σπεύδοντ̓	σπεύδω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
1	ἀγαθὴ	ἀγαθός	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
2	δ̓	δέ		_	
3	Ἔρις	ἔρις	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
4	ἥδε	ὅδε	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
5	βροτοῖσιν	βροτός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
1	καὶ	καί	CONJ	_	
2	κεραμεὺς	κεραμεύς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
3	κεραμεῖ	κεραμεύς	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
4	κοτέει	κοτέω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
5	καὶ	καί	CONJ	_	
6	τέκτονι	τέκτων	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
7	τέκτων	τέκτων	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
8	καὶ	καί	CONJ	_	
9	πτωχὸς	πτωχός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
10	πτωχῷ	πτωχός	ADJ	number=SINGULAR|gender=MASCULINE|case=DATIVE	
11	φθονέει	φθονέω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
12	καὶ	καί	CONJ	_	
13	ἀοιδὸς	ἀοιδός	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
14	ἀοιδῷ	ἀοιδός	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
1	ὦ	ὦ		_	
2	Πέρση	Πέρσης	NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
3	σὺ	σύ	PRON	number=SINGULAR|case=NOMINATIVE	
4	δὲ	δέ		_	
5	ταῦτα	οὗτος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
6	τεῷ	τεός	ADJ	number=SINGULAR|gender=MASCULINE|case=DATIVE	
7	ἐνικάτθεο	ἐγκατατίθεμαι	VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE	
8	θυμῷ	θυμός	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
9	μη	μή		_	
10	δέ	δέ		_	
11	σ̓	σύ	PRON	number=SINGULAR|case=ACCUSATIVE	
12	Ἔρις	ἔρις	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
13	κακόχαρτος	κακόχαρτος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
14	ἀπ̓	ἀπό	PREP	_	
15	ἔργου	ἔργον	NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
16	θυμὸν	θυμός	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
17	ἐρύκοι	ἐρύκω	VB	person=PERSON_3|number=SINGULAR|tense=PR|voice=ACTIVE	
18	νείκἐ	νεῖκος	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
19	ὀπιπεύοντ̓	ὀπιπτεύω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
20	ἀγορῆς	ἀγορά	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
21	ἐπακουὸν	ἐπακουός	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
22	ἐόντα	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
1	ὤρη	ὤρα	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
2	γάρ	γάρ		_	
3	τ̓	τε		_	
4	ὀλίγη	ὀλίγος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
5	πέλεται	πέλω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
6	νεικέων	νεῖκος	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
7	τ̓	τε		_	
8	ἀγορέων	ἀγορά	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
9	τε	τε		_	
10	ᾧτινι	ὅστις	PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
11	μὴ	μή	CONJ	_	
12	βίος	βίος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
13	ἔνδον	ἔνδον	ADV	_	
14	ἐπηετανὸς	ἐπηετανός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
15	κατάκειται	κατακείω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
16	ὡραῖος	ὡραῖος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
17	τὸν	ὁ	PRON	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
18	γαῖα	γαῖα	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
19	φέρει	φέρω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
20	Δημήτερος	Δημήτηρ	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
21	ἀκτήν	ἀκτή	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
1	τοῦ	ὁ	PRON	number=SINGULAR|gender=NEUTER|case=GENITIVE	
2	κε	ἄν		_	
3	κορεσσάμενος	κορέννυμι	VB	number=SINGULAR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
4	νείκεα	νεῖκος	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
5	καὶ	καί	CONJ	_	
6	δῆριν	δῆρις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
7	ὀφέλλοις	ὀφέλλω	VB	person=PERSON_2|number=SINGULAR|tense=PR|voice=ACTIVE	
8	κτήμασ̓	κτῆμα	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
9	ἐπ̓	ἐπί	PREP	_	
10	ἀλλοτρίοις	ἀλλότριος	ADJ	number=PLURAL|gender=NEUTER|case=DATIVE	
1	σοὶ	σύ	PRON	number=SINGULAR|case=DATIVE	
2	δ̓	δέ		_	
3	οὐκέτι	οὐκέτι	ADV	_	
4	δεύτερον	δεύτερος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
5	ἔσται	εἰμί	VB	person=PERSON_3|number=SINGULAR|tense=FUTURE|mood=INDICATIVE	
6	ὧδ̓	ὧδε	ADV	_	
7	ἔρδειν	ἔρδω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
1	ἀλλ̓	ἀλλά	ADV	_	
2	αὖθι	αὖθι	ADV	_	
3	διακρινώμεθα	διακρίνω	VB	person=PERSON_1|number=PLURAL|tense=PR|mood=SUBJUNCTIVE	
4	νεῖκος	νεῖκος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
5	ἰθείῃσι	ἰθύς	ADJ	number=PLURAL|gender=FEMININE|case=DATIVE	
6	δίκῃς	δίκη	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
7	αἵ	ὅς	PRON	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
8	τ̓	τε		_	
9	ἐκ	ἐκ	PREP	_	
10	Διός	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
11	εἰσιν	εἰμί	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
12	ἄρισται	ἄριστος	ADJ	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
1	ἤδη	ἤδη	ADV	_	
2	μὲν	μέν		_	
3	γὰρ	γάρ		_	
4	κλῆρον	κλῆρος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
5	ἐδασσάμεθ̓	δατέομαι	VB	person=PERSON_1|number=PLURAL|mood=INDICATIVE	
6	ἀλλὰ	ἀλλά	ADV	_	
7	τὰ	ὁ		_	
8	πολλὰ	πολύς	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
9	ἁρπάζων	ἁρπάζω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
10	ἐφόρεις	φορέω	VB	person=PERSON_2|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
11	μέγα	μέγας	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
12	κυδαίνων	κυδαίνω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
13	βασιλῆας	βασιλεύς	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
14	δωροφάγους	δωροφάγος	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
15	οἳ	ὅς	PRON	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
16	τήνδε	ὅδε	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
17	δίκην	δίκη	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
18	ἐθέλουσι	ἐθέλω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
19	δίκασσαι	δικάζω	VB	mood=INFINITIVE|voice=ACTIVE	
1	νήπιοι	νήπιος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	οὐ	οὐ	ADV	_	
3	δὲ	δέ		_	
4	ἴσασιν	οἶδα	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
5	ὅσῳ	ὅσος	ADJ	number=SINGULAR|gender=NEUTER|case=DATIVE	
6	πλέον	πλείων	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE|degree=COMPARATIVE	
7	ἥμισυ	ἥμισυς	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
8	παντὸς	πᾶς	ADJ	number=SINGULAR|gender=NEUTER|case=GENITIVE	
9	οὐ	οὐ	ADV	_	
10	δ̓	δέ		_	
11	ὅσον	ὅσος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
12	ἐν	εἰς	PREP	_	
13	μαλάχῃ	μαλάχη	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
14	τε	τε		_	
15	καὶ	καί	CONJ	_	
16	ἀσφοδέλῳ	ἀσφόδελος	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
17	μέγ̓	μέγας	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
18	ὄνειαρ	ὄνειαρ	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
1	κρύψαντες	κρύπτω	VB	number=PLURAL|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
2	γὰρ	γάρ		_	
3	ἔχουσι	ἔχω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
4	θεοὶ	θεός	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
5	βίον	βίος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
6	ἀνθρώποισιν	ἄνθρωπος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
1	ῥηιδίως	ῥᾴδιος	ADV	_	
2	γάρ	γάρ		_	
3	κεν	ἄν		_	
4	καὶ	καί	ADV	_	
5	ἐπ̓	ἐπί	PREP	_	
6	ἤματι	ἦμαρ	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
7	ἐργάσσαιο	ἐργάζομαι	VB	person=PERSON_2|number=SINGULAR	
8	ὥστε	ὥστε	ADV	_	
9	σε	σύ	PRON	number=SINGULAR|case=ACCUSATIVE	
10	κεἰς	εἰς	PREP	_	
11	ἐνιαυτὸν	ἐνιαυτός	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
12	ἔχειν	ἔχω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
13	καὶ	καί	CONJ	_	
14	ἀεργὸν	ἀεργός	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
15	ἐόντα	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
1	αἶψά	αἶψα	ADV	_	
2	κε	ἄν		_	
3	πηδάλιον	πηδάλιον	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
4	μὲν	μέν		_	
5	ὑπὲρ	ὑπέρ	PREP	_	
6	καπνοῦ	καπνός	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
7	καταθεῖο	κατατίθημι	VB	person=PERSON_2|number=SINGULAR	
8	ἔργα	ἔργον	NN	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
9	βοῶν	βοή	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
10	δ̓	δέ		_	
11	ἀπόλοιτο	ἀπόλλυμι	VB	person=PERSON_3|number=SINGULAR	
12	καὶ	καί	CONJ	_	
13	ἡμιόνων	ἡμίονος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
14	ταλαεργῶν	ταλαεργός	ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
1	ἀλλὰ	ἀλλά	ADV	_	
2	Ζεὺς	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
3	ἔκρυψε	κρύπτω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
