19	τεκμηρίων	τεκμήριον	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
20	ὧν	ὅς	PRON	number=PLURAL|gender=NEUTER|case=GENITIVE	
21	ἐπὶ	ἐπί	PREP	_	
22	μακρότατον	μακρός	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE|degree=SUPERLATIVE	
23	σκοποῦντί	σκοπέω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=DATIVE	
24	μοι	ἐγώ	PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
25	πιστεῦσαι	πιστεύω	VB	mood=INFINITIVE|voice=ACTIVE	
26	ξυμβαίνει	συμβαίνω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
27	οὐ	οὐ	ADV	_	
28	μεγάλα	μέγας	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
29	νομίζω	νομίζω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
30	γενέσθαι	γίγνομαι	VB	mood=INFINITIVE	
31	οὔ	οὐ	ADV	_	
32	-τε	τε	ADV	_	
33	κατὰ	κατά	PREP	_	
34	τοὺς	ὁ		number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
35	πολέμους	πόλεμος	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
36	οὔ	οὐ	ADV	_	
37	-τε	τε	CONJ	_	
38	ἐς	εἰς	PREP	_	
39	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
40	ἄλλα	ἄλλος	PRON	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
1	φαίνεται	φαίνω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
2	γὰρ	γάρ	ADV	_	
3	ἡ	ὁ		number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
4	νῦν	νῦν	ADV	_	
5	Ἑλλὰς	Ἑλλάς	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
6	καλουμένη	καλέω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|gender=FEMININE|case=NOMINATIVE	
7	οὐ	οὐ	ADV	_	
8	πάλαι	πάλαι	ADV	_	
9	βεβαίως	βέβαιος	ADV	_	
10	οἰκουμένη	οἰκουμένη	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
11	ἀλλὰ	ἀλλὰ	CONJ	_	
12	μεταναστάσεις	μετανάστασις	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
13	τε	τε	ADV	_	
14	οὖσαι	εἰμί	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
15	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
16	πρότερα	πρότερος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
17	καὶ	καί	CONJ	_	
18	ῥᾳδίως	ῥᾴδιος	ADV	_	
19	ἕκαστοι	ἕκαστος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
20	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
21	ἑαυτῶν	ἑαυτοῦ	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
22	ἀπολείποντες	ἀπολιμπάνω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
23	βιαζόμενοι	βιάζω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
24	ὑπό	ὑπό	PREP	_	
25	τινων	τις	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
26	αἰεὶ	ἀεί	ADV	_	
27	πλειόνων	πλείων	ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE|degree=COMPARATIVE	
28	[0]		EXCL	_	
29	[1]		EXCL	_	
1	τῆς	ὁ		number=SINGULAR|gender=FEMININE|case=GENITIVE	
2	γὰρ	γάρ	ADV	_	
3	ἐμπορίας	ἐμπορία	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
4	οὐκ	οὐ	ADV	_	
5	οὔσης	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=GENITIVE	
6	οὐδ᾽	οὐδέ	CONJ	_	
7	ἐπιμειγνύντες	ἐπιμίγνυμι	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
8	ἀδεῶς	ἀδεής	ADV	_	
9	ἀλλήλοις	ἀλλήλων	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
10	οὔ	οὐ	ADV	_	
11	-τε	τε	ADV	_	
12	κατὰ	κατά	PREP	_	
13	γῆν	Γαῖα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
14	οὔ	οὐ	ADV	_	
15	-τε	τε	CONJ	_	
16	διὰ	διά	PREP	_	
17	θαλάσσης	θάλασσα	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
18	νεμόμενοί	νέμω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
19	τε	τε	ADV	_	
20	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
21	αὑτῶν	ἑαυτοῦ	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
22	ἕκαστοι	ἕκαστος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
23	ὅσον	ὅσος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
24	ἀποζῆν	ἀποζάω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
25	καὶ	καί	ADV	_	
26	περιουσίαν	περιουσία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
27	χρημάτων	χρῆμα	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
28	οὐκ	οὐ	ADV	_	
29	ἔχοντες	ἔχω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
30	οὐ	οὐ	ADV	_	
31	-δὲ	δέ	CONJ	_	
32	γῆν	γῆ	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
33	φυτεύοντες	φυτεύω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
34	ἄδηλον	ἄδηλος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
35	ὂν	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=NEUTER|case=ACCUSATIVE	
36	ὁπότε	ὁπότε	ADV	_	
37	τις	τις	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
38	ἐπελθὼν	ἐπέρχομαι	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
39	καὶ	καί	ADV	_	
40	ἀτειχίστων	ἀτείχιστος	ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
41	ἅμα	ἅμα	ADV	_	
42	ὄντων	εἰμί	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=GENITIVE	
43	ἄλλος	ἄλλος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
44	ἀφαιρήσεται	ἀφαιρέω	VB	person=PERSON_3|number=SINGULAR|mood=SUBJUNCTIVE	
45	τῆς	ὁ		number=SINGULAR|gender=FEMININE|case=GENITIVE	
46	τε	τε	CONJ	_	
47	καθ᾽	κατά	PREP	_	
48	ἡμέραν	ἡμέρα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
49	ἀναγκαίου	ἀναγκαῖος	ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
50	τροφῆς	τροφή	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
51	πανταχοῦ	πανταχοῦ	ADV	_	
52	ἂν	ἄν1	ADV	_	
53	ἡγούμενοι	ἡγέομαι	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
54	ἐπικρατεῖν	ἐπικρατέω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
55	οὐ	οὐ	ADV	_	
56	χαλεπῶς	χαλεπός	ADV	_	
57	ἀπανίσταντο	ἀπανίστημι	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
58	καὶ	καί	CONJ	_	
59	δι᾽	διά	PREP	_	
60	αὐτὸ	αὐτός	PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
61	οὔ	οὐ	ADV	_	
62	-τε	τε	ADV	_	
63	μεγέθει	μέγεθος	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
64	πόλεων	πόλις	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
65	ἴσχυον	ἰσχύω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
66	οὔ	οὐ	ADV	_	
67	-τε	τε	CONJ	_	
68	τῇ	ὁ		number=SINGULAR|gender=FEMININE|case=DATIVE	
69	ἄλλῃ	ἄλλος	ADJ	number=SINGULAR|gender=FEMININE|case=DATIVE	
70	παρασκευῇ	παρασκευή	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
1	μάλιστα	μάλιστα	ADV	_	
2	δὲ	δέ	ADV	_	
3	τῆς	ὁ		number=SINGULAR|gender=FEMININE|case=GENITIVE	
4	γῆς	γῆ	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
5	ἡ	ὁ		number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
6	ἀρίστη	ἄριστος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
7	αἰεὶ	ἀεί	ADV	_	
8	τὰς	ὁ		number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
9	μεταβολὰς	μεταβολή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
10	τῶν	ὁ		number=PLURAL|gender=MASCULINE|case=GENITIVE	
11	οἰκητόρων	οἰκήτωρ	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
12	εἶχεν	ἔχω	VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
13	ἥ	ὁ		number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
14	τε	τε	ADV	_	
15	νῦν	νῦν	ADV	_	
16	Θεσσαλία	Θεσσαλίη	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
17	καλουμένη	καλέω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|gender=FEMININE|case=NOMINATIVE	
18	καὶ	καί	ADV	_	
19	Βοιωτία	Βοιωτία	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
20	Πελοποννήσου	Πελοπόννησος	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
21	τε	τε	ADV	_	
22	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=NOMINATIVE	
23	πολλὰ	πολύς	ADJ	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
24	πλὴν	πλήν	PREP	_	
25	Ἀρκαδίας	Ἀρκαδία	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
26	τῆς	ὁ		number=SINGULAR|gender=FEMININE|case=GENITIVE	
27	τε	τε	CONJ	_	
28	ἄλλης	ἄλλος	PRON	number=SINGULAR|gender=FEMININE|case=GENITIVE	
29	ὅσα	ὅσος	ADJ	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
30	ἦν	εἰμί	VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
31	κράτιστα	κράτιστος	ADJ	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
32	[0]		EXCL	_	
1	διὰ	διά	PREP	_	
2	γὰρ	γάρ	ADV	_	
3	ἀρετὴν	ἀρετή	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
4	γῆς	γῆ	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
5	αἵ	ὁ		number=PLURAL|gender=FEMININE|case=NOMINATIVE	
6	τε	τε	ADV	_	
7	δυνάμεις	δύναμις	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
8	τισὶ	τις	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
9	μείζους	μέγας	ADJ	number=PLURAL|gender=FEMININE|case=NOMINATIVE|degree=COMPARATIVE	
10	ἐγγιγνόμεναι	ἐγγίγνομαι	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=FEMININE|case=NOMINATIVE	
11	στάσεις	στάσις	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
12	ἐνεποίουν	ἐμποιέω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
13	ἐξ	ἐκ	PREP	_	
14	ὧν	ὅς	PRON	number=PLURAL|gender=FEMININE|case=GENITIVE	
15	ἐφθείροντο	φθείρω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
16	καὶ	καί	CONJ	_	
17	ἅμα	ἅμα	ADV	_	
18	ὑπὸ	ὑπό	PREP	_	
19	ἀλλοφύλων	ἀλλόφυλος	ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
20	μᾶλλον	μᾶλλον	ADV	_	
21	ἐπεβουλεύοντο	ἐπιβουλεύω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
1	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
2	γοῦν	γοῦν	ADV	_	
3	Ἀττικὴν	Ἀττική	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
4	ἐκ	ἐκ	PREP	_	
5	τοῦ	ὁ		number=SINGULAR|gender=NEUTER|case=GENITIVE	
6	ἐπὶ	ἐπί	PREP	_	
7	πλεῖστον	πλεῖστος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
8	διὰ	διά	PREP	_	
9	τὸ	ὁ		number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
10	λεπτόγεων	λεπτόγειος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
11	ἀστασίαστον	ἀστασίαστος	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
12	οὖσαν	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=ACCUSATIVE	
13	ἄνθρωποι	ἄνθρωπος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
14	ᾤκουν	οἰκέω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
15	οἱ	ὁ		number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
16	αὐτοὶ	αὐτός	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
17	αἰεί	ἀεί	ADV	_	
1	καὶ	καί	ADV	_	
2	παράδειγμα	παράδειγμα	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
3	τόδε	ὅδε	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
4	τοῦ	ὁ		number=SINGULAR|gender=MASCULINE|case=GENITIVE	
5	λόγου	λόγος	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
6	οὐκ	οὐ	ADV	_	
7	ἐλάχιστόν	ἐλάχιστος	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
8	ἐστι	εἰμί	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
9	διὰ	διά	PREP	_	
10	τὰς	ὁ		number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
11	μετοικίας	μετοικία	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
12	ἐς	εἰς	PREP	_	
13	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
14	ἄλλα	ἄλλος	PRON	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
15	μὴ	μή	ADV	_	
16	ὁμοίως	ὁμοῖος	ADV	_	
17	αὐξηθῆναι	αὐξάνω	VB	mood=INFINITIVE|voice=PASSIVE	
1	ἐκ	ἐκ	PREP	_	
2	γὰρ	γάρ	ADV	_	
3	τῆς	ὁ		number=SINGULAR|gender=FEMININE|case=GENITIVE	
4	ἄλλης	ἄλλος	ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
5	Ἑλλάδος	Ἑλλάς	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
6	οἱ	ὁ		number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
7	πολέμῳ	πόλεμος	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
8	ἢ	ἤ1	CONJ	_	
9	στάσει	στάσις	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
10	ἐκπίπτοντες	ἐκπίτνω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
11	παρ᾽	παρά	PREP	_	
12	Ἀθηναίους	Ἀθήναιος	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
13	οἱ	ὁ		number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
14	δυνατώτατοι	δυνατός	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE|degree=SUPERLATIVE	
15	ὡς	ὡς	ADV	_	
16	βέβαιον	βέβαιος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
17	ὂν	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=NEUTER|case=ACCUSATIVE	
18	ἀνεχώρουν	ἀναχωρέω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
19	καὶ	καί	CONJ	_	
20	πολῖται	πολίτης	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
21	γιγνόμενοι	γίγνομαι	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
22	εὐθὺς	εὐθύς2	ADV	_	
23	ἀπὸ	ἀπό	PREP	_	
24	παλαιοῦ	παλαιός	ADJ	number=SINGULAR|gender=NEUTER|case=GENITIVE	
25	μείζω	μέγας	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE|degree=COMPARATIVE	
26	ἔτι	ἔτι	ADV	_	
27	ἐποίησαν	ποιέω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
28	πλήθει	πλῆθος	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
29	ἀνθρώπων	ἄνθρωπος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
30	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
31	πόλιν	πόλις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
32	ὥστε	ὥστε	CONJ	_	
33	καὶ	καί	ADV	_	
34	ἐς	εἰς	PREP	_	
35	Ἰωνίαν	Ἰωνία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
36	ὕστερον	ὕστερος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
37	ὡς	ὡς	ADV	_	
38	οὐχ	οὐ	ADV	_	
39	ἱκανῆς	ἱκανός	ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
40	οὔσης	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=GENITIVE	
41	τῆς	ὁ		number=SINGULAR|gender=FEMININE|case=GENITIVE	
